expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/011,狂焔怪獣 ブレゼルガス,（キョウエンカイジュウ ブレゼルガス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/011&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_011.png,ノーマルユニット,ブラントゲート,エイリアン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,Moopic,【自】：このユニットが、山札か手札から(R)に登場した時、このターンにあなたがペルソナシールド・チケットを手札に加えていないなら、以下を１つ行う。・【コスト】[ライドデッキからペルソナライドを持つカードを１枚公開する]ことで、ペルソナシールド・チケットを１枚手札に加える。・あなたのヴァンガードがペルソナライドを持つなら、ペルソナシールド・チケットを１枚手札に加える。【自】【(R)】：あなたがペルソナシールド・チケットをプレイした時、【コスト】[【ソウルブラスト】(1)]することで、このユニットを(G)に移動させる。,何もかもを焼き尽くし、黒く、昏い灰燼と成す。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/012,銀星竜 セイファード,（ギンセイリュウ セイファード）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/012&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_012.png,ノーマルユニット,ブラントゲート,サイバードラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,DaisukeIzuka,【自】：このユニットが(R)に登場した時、あなたのヴァンガードのグレードが、相手のヴァンガードのグレード以下なら、【エネルギーチャージ】(1)し、そのターン中、このユニットのパワー＋2000。【自】【(R)/ドロップ】：あなたのターンにあなたの他のカードが手札から捨てられた時、【コスト】[【エネルギーブラスト】(3)，このカードを除外する]ことで、その捨てられたカードを１枚選び、手札に加える。,白銀より出でし紅明。それは次なる地平を寿ぐ光。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/013,白宝獣 シンセティカ,（ハクホウジュウ シンセティカ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/013&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_013.png,ノーマルユニット,ブラントゲート,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,かわすみ,【自】：このユニットが、(R)に登場した時か(G)に置かれた時、【コスト】[ソウルかドロップから、ライドデッキにしたカードを合計２枚ライドデッキに表で置く]ことで、このユニットのいるサークルにより以下を１つ行う。・(R)‐あなたのドロップからセットオーダーを１枚選び、手札に加える。・(G)‐そのバトル中、このユニットのシールド＋15000。,飽くなき探求心が、本物を上回る輝きを創るのです。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/014,陣頭の騎士 テイスファルト,（ジントウノキシ テイスファルト）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/014&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_014.png,ノーマルユニット,ケテルサンクチュアリ,エンジェル,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,RRR,叶之明,【自】：このユニットがユニットカードの能力以外で(R)に登場した時、このターンにあなたがノーマルオーダーをプレイしているなら、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札を上から５枚見て、あなたのヴァンガードのグレード以下を１枚まで選んで公開し、それがユニットカードなら(R)にコールし、ノーマルオーダーなら手札に加える。山札をシャッフルする。【自】【(R)】：このユニットがグレード３以上にアタックした時、あなたのユニットが４枚以上なら、そのバトル中、このユニットのパワー＋10000。,この旗に誓ったのです。皆で安寧の世を作りだすと。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/015,星空の騎士 ゼロ,（ホシゾラノキシ ゼロ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/015&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_015.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,RRR,©大円坊 真／小学館　icon:MAMEX,【永】：このカードは「沈黙の騎士 ギャラティン」として扱う。【自】：あなたのヴァンガードのクランが《ロイヤルパラディン》のみなら、このコストは『【エネルギーブラスト】(3)』でも払える。このユニットが(R)に登場した時、このユニットと同名のあなたの他のリアガードがいないなら、【コスト】[【カウンターブラスト】(1)]することで、１枚引く。【自】【(R)】：このユニットがグレード３以上にアタックした時、そのバトル中、このユニットのパワー＋5000。あなたのユニットが４枚以上なら、＋5000ではなく10000。【自】【(R)】【ターン1回】：このユニットがアタックした時、あなたのヴァンガードのクランが《ロイヤルパラディン》のみで、このターンに、あなたがペルソナライドしていて、このユニットがあなたのヴァンガードの能力で【スタンド】しているなら、【コスト】[【カウンターブラスト】(1)]することで、そのバトル中、相手は自分のカードの【自】能力を発動できない。,仲間の数は可能性そのものだ!!
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/016,黄宝獣 トールパーズ,（オウホウジュウ トールパーズ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/016&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_016.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,かわすみ,【自】：このユニットが、(R)に登場した時か(G)に置かれた時、【コスト】[ソウルかドロップから、ライドデッキにしたカードを合計２枚ライドデッキに表で置く]ことで、このユニットのいるサークルにより以下を１つ行う。・(R)‐あなたの山札を上から５枚見て、あなたのヴァンガードのグレード以下のユニットカードを１枚まで選び、(R)にコールし、山札をシャッフルする。あなたのメインフェイズ以外なら、そのコールされたユニットを【レスト】させる。・(G)‐そのバトル中、このユニットのシールド＋15000。,曇りなき潔白の志、それを私に示しておくれ。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/017,昂照竜 ブレディアーク,（コウショウリュウ ブレディアーク）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/017&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_017.png,ノーマルユニット,ケテルサンクチュアリ,コスモドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,安達洋介,【自】：このユニットが(R)に登場した時、あなたのヴァンガードのグレードが、相手のヴァンガードのグレード以下なら、あなたの山札を上から１枚見て、山札の上か下に置き、そのターン中、このユニットのパワー＋2000。【自】【(R)/ドロップ】：あなたのターンにあなたの他のカードが手札から捨てられた時、【コスト】[【エネルギーブラスト】(3)，このカードを除外する]ことで、その捨てられたカードを１枚選び、手札に加える。,恐怖に打ち克ち、汝が勇気を証明せよ。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/018,終夜の騎士 エスニア,（シュウヤノキシ エスニア）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/018&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_018.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,辰馬大助,【自】：このユニットが、山札か手札から(R)に登場した時、このターンにあなたがペルソナシールド・チケットを手札に加えていないなら、以下を１つ行う。・【コスト】[ライドデッキからペルソナライドを持つカードを１枚公開する]ことで、ペルソナシールド・チケットを１枚手札に加える。・あなたのヴァンガードがペルソナライドを持つなら、ペルソナシールド・チケットを１枚手札に加える。【自】【(R)】：あなたがペルソナシールド・チケットをプレイした時、【コスト】[【ソウルブラスト】(1)]することで、このユニットを(G)に移動させる。,さぁ、眠れない夜にしようじゃないか！
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/019,深淵霊域 メイディス,（ディープランズ メイディス）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/019&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_019.png,ノーマルユニット,ストイケイア,ゾンビ,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,RRR,©大円坊 真／小学館,【自】：このユニットがユニットカードの能力以外で(R)に登場した時、このターンにあなたがノーマルオーダーをプレイしているなら、【コスト】[【ソウルブラスト】(1)]することで、あなたの山札を上から５枚見て、あなたのヴァンガードのグレード以下を１枚まで選んで公開し、それがユニットカードなら(R)にコールし、ノーマルオーダーなら手札に加える。山札をシャッフルする。【自】【(R)】：このユニットがアタックした時、このターンにあなたのユニットがドロップから(R)に登場しているなら、【コスト】[【エネルギーブラスト】(2)]することで、相手のリアガードを１枚選び、次の相手のターン終了時まで、そのユニットはインターセプトできず、スタンドフェイズに【スタンド】できない。相手のヴァンガードがグレード３以上なら、そのバトル中、このユニットのパワー＋5000。,歌が響く。深き淵へ誘う、呪いの歌が。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/020,幻翅竜 フェアルミア,（ゲンシリュウ フェアルミア）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/020&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_020.png,ノーマルユニット,ストイケイア,フォレストドラゴン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,北熊,【自】：このユニットが(R)に登場した時、あなたのヴァンガードのグレードが、相手のヴァンガードのグレード以下なら、あなたの山札を上から１枚まで捨て、そのターン中、このユニットのパワー＋2000。【自】【(R)/ドロップ】：あなたのターンにあなたの他のカードが手札から捨てられた時、【コスト】[【エネルギーブラスト】(3)，このカードを除外する]ことで、その捨てられたカードを１枚選び、手札に加える。,優雅な羽搏きと侮る勿れ。其は嵐を呼ぶ翼なり。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/021,惜別の妖精 アプティシート,（セキベツノヨウセイ アプティシート）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/021&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_021.png,ノーマルユニット,ストイケイア,ゴースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,pupps,【自】：このユニットが、山札か手札から(R)に登場した時、このターンにあなたがペルソナシールド・チケットを手札に加えていないなら、以下を１つ行う。・【コスト】[ライドデッキからペルソナライドを持つカードを１枚公開する]ことで、ペルソナシールド・チケットを１枚手札に加える。・あなたのヴァンガードがペルソナライドを持つなら、ペルソナシールド・チケットを１枚手札に加える。【自】【(R)】：あなたがペルソナシールド・チケットをプレイした時、【コスト】[【ソウルブラスト】(1)]することで、このユニットを(G)に移動させる。,この記憶も、いつか想い出に変わるのでしょう。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/022,緑宝獣 エルメイダ,（リョクホウジュウ エルメイダ）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/022&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_022.png,ノーマルユニット,ストイケイア,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,RRR,かわすみ,【自】：このユニットが、(R)に登場した時か(G)に置かれた時、【コスト】[ソウルかドロップから、ライドデッキにしたカードを合計２枚ライドデッキに表で置く]ことで、このユニットのいるサークルにより以下を１つ行う。・(R)‐【ソウルチャージ】(2)し、あなたのユニットを１枚選び、そのターン中、パワー＋5000。・(G)‐そのバトル中、このユニットのシールド＋15000。,ちゃんとつむいでね。あいときぼーのものがたり。
ブースターパック 【DZ-SS16】「伝説の先導者達」 2026/05/15(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ コロコロ（特別収録）,295,DZ-SS16/023,イメージしろ！マリレーンとのチェキ会を！ ダウナーお姉さん,（イメージシロ！マリレーントノチェキカイヲ！ ダウナーオネエサン）,https://cf-vanguard.com/cardlist/?cardno=DZ-SS16/023&expansion=295&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-SS16/dzss16_023.png,ノーマルユニット,リリカルモナステリオ,ヒューマン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,RRR,©山鷹　景／小学館,【永】【(V)/山札/ソウル】：このカードは「満場一体 マリレーン」としても扱う。【自】【手札】：あなたの(V)の「満場一体 マリレーン」がアタックしたバトル終了時、【コスト】[【ソウルブラスト】(2)]することで、このカードを【スタンド】でライドし、そのターン中、ドライブ－１し、あなたは手札からライドできない。そのターン終了時、あなたのソウルから「満場一体 マリレーン」を１枚選び、【レスト】でライドする。【起】【ソウル】：あなたのヴァンガードが「マリレーン」を含むグレード３以上で、このターンにこのカードと同名のあなたのカードがバインドされていないなら、【コスト】[このカードをバインドする]ことで、そのターン中、あなたは『あなたの前列のユニットすべてのパワー＋5000。』を得る。このターンにあなたがペルソナライドしているなら、【カウンターチャージ】(1)か【エネルギーチャージ】(3)。,いいか少年、イメージしろ。イメージは君の力になるのだよ。
