expansion,expansion_id,cardno,name,ruby,card_url,image_url,type,nation,race,grade,power,critical,shield,skill,gift,regulation,rarity,illustrator,effect,flavor,name_en,card_url_wiki,set_code_wiki,card_no_wiki,price_yen,original_price_yen,in_stock
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/098,裁秤大隊 ゲヴェーアル・ドラゴン,（ライヴレイト ゲヴェーアル・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/098&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_098.png,ノーマルユニット,ブラントゲート,スペースドラゴン/幻影,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,ToMo,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。,裁秤大隊――出撃ッ！,"Librate Battalion, Gewehral Dragon","https://cardfight.fandom.com/wiki/Librate_Battalion,_Gewehral_Dragon",VGE-DZ-BT14,DZ-BT14/098,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/099,サティスファイズ・ドラゴン,（サティスファイズ・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/099&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_099.png,ノーマルユニット,ケテルサンクチュアリ,コスモドラゴン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,てぉ,【自】【(R)】：このユニットがグレード３以上にアタックした時、このターンにあなたがオーダーをプレイしているなら、【コスト】[【ソウルブラスト】(1)]することで、そのバトル中、このユニットのパワー＋10000。,願いを込めて鍛えた剣で、民の想いに応えよう。,Satisfies Dragon,https://cardfight.fandom.com/wiki/Satisfies_Dragon,VGE-DZ-BT14,DZ-BT14/099,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/100,Bel-Fiore ムゥヴィ,（ベル-フィオーレ ムゥヴィ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/100&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_100.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,みるちょ,【永】【(V)】：「Bel-Fiore」を含むあなたのリアガードすべては相手のカードの効果で選べない。【起】【(V)】【ターン1回】：【コスト】[【ソウルブラスト】(1)]することで、「Bel-Fiore」を含むグレード２以下のエンゲージされているあなたのカードを１枚選び、(R)にコールする。,当家が誇る刃金、その冴えを存分にご堪能くださいませ。,"Bel-Fiore, Muvie","https://cardfight.fandom.com/wiki/Bel-Fiore,_Muvie",VGE-DZ-BT14,DZ-BT14/100,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/101,イルオーメンド・ドラゴン,（イルオーメンド・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/101&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_101.png,ノーマルユニット,ケテルサンクチュアリ,コスモドラゴン/幻影,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,スペアリブ,【自】：このユニットが(R)に登場した時、あなたのライドデッキから「ブラグドマイヤー」を含むグレード３を１枚選び、公開してよい。公開したか、あなたのヴァンガードが「ブラグドマイヤー」を含むグレード３以上で、このターンにこのカードと同名のあなたの他のリアガードが登場していないなら、あなたの山札を上から３枚見て、１枚まで選び、表でバインドし、山札をシャッフルする。,貴様の天運、此処に尽きたり。,Ill-omened Dragon,https://cardfight.fandom.com/wiki/Ill-omened_Dragon,VGE-DZ-BT14,DZ-BT14/101,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/102,Bel-Fiore シオネ,（ベル-フィオーレ シオネ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/102&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_102.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,樹人,【自】【(R)】：このユニットと同じ縦列の「Bel-Fiore」を含むあなたのユニットが【スタンド】した時、【コスト】[【ソウルブラスト】(1)]することで、このユニットを【スタンド】させる。【永】【(G)】：あなたのヴァンガードが「Bel-Fiore」を含むなら、このユニットのシールド＋5000。,Bel-Fiore――それは武器商人の名家ブロデイウェズ家に仕える侍女であり、私設の戦闘部隊でもある。,"Bel-Fiore, Shione","https://cardfight.fandom.com/wiki/Bel-Fiore,_Shione",VGE-DZ-BT14,DZ-BT14/102,50,,false
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/103,Bel-Fiore チカ,（ベル-フィオーレ チカ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/103&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_103.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,しちがつ,【自】：このユニットが「Bel-Fiore プロア」からライドして登場した時、【コスト】[ライドデッキから「Bel-Fiore」を含むグレード３を１枚公開する]ことで、あなたのオーダーゾーンに清逸なる高貴の庭園・トークンを１枚置く。【永】【(G)】：あなたのヴァンガードが「Bel-Fiore」を含むなら、このユニットのシールド＋5000。,乙女達が振るうのは、武具工房の粋を凝らした珠玉の逸品。,"Bel-Fiore, Chika","https://cardfight.fandom.com/wiki/Bel-Fiore,_Chika",VGE-DZ-BT14,DZ-BT14/103,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/104,Bel-Fiore ノーセ,（ベル-フィオーレ ノーセ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/104&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_104.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,夕子,【自】：このユニットが(R)に登場した時、あなたのドロップからこのカードと別名の「Bel-Fiore」を含むカードを２枚まで選び、あなたの庭園にエンゲージする。【自】【(R)】：このユニットが「Bel-Fiore」を含むグレード３以上をブーストした時、そのバトル中、このユニットのパワー＋2000。,私どもの存在が、当家の宣伝に繋がっている……というのは光栄ですが、畏れ多くもありますね。,"Bel-Fiore, Noze","https://cardfight.fandom.com/wiki/Bel-Fiore,_Noze",VGE-DZ-BT14,DZ-BT14/104,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/105,メルシーセラム・エンジェル,（メルシーセラム・エンジェル）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/105&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_105.png,ノーマルユニット,ケテルサンクチュアリ,エンジェル,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,Nai2,【自】【(R)】：このユニットがブーストした時、相手のヴァンガードがグレード２以上で、あなたの表のダメージゾーンがないなら、そのバトル中、このユニットのパワー＋5000。,早急に処置します！健康な人は離れてください！,Merciful Serum Angel,https://cardfight.fandom.com/wiki/Merciful_Serum_Angel,VGE-DZ-BT14,DZ-BT14/105,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/106,もふがおん,（モフガオン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/106&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_106.png,ノーマルユニット,ケテルサンクチュアリ,ハイビースト,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,トビ丸小夏,【自】：このユニットが(G)に置かれた時、あなたのヴァンガードのグレードが、相手のヴァンガードのグレードより低いか、相手のヴァンガードがグレード３以上なら、そのバトル中、このユニットのシールド＋5000。あなたのドロップに〈ハイビースト〉が５枚以上なら、＋5000ではなく＋10000。,おっきな体でしっかり守る。皆の期待は裏切らない。,Mofugaon,https://cardfight.fandom.com/wiki/Mofugaon,VGE-DZ-BT14,DZ-BT14/106,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/107,Bel-Fiore プロア,（ベル-フィオーレ プロア）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/107&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_107.png,ノーマルユニット,ケテルサンクチュアリ,ヒューマン,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,pupps,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。,家事代行に隊商護衛。要人警護から魔獣退治まで！どんなご依頼も、この斧ですぱっと解決しますっ！,"Bel-Fiore, Proa","https://cardfight.fandom.com/wiki/Bel-Fiore,_Proa",VGE-DZ-BT14,DZ-BT14/107,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/108,砕波竜 ベントスフリッパー・ドラゴン,（サイハリュウ ベントスフリッパー・ドラゴン）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/108&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_108.png,ノーマルユニット,ストイケイア,ティアードラゴン,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,C,ナブランジャ,【自】【(R)】【ターン1回】：このユニットがヴァンガードにアタックした時、あなたのヴァンガードがグレード３以上で、このターン５回目以降のバトルなら、【コスト】[【エネルギーブラスト】(3)]することで、そのターン中、このユニットがアタックしたバトルでは、相手は手札から(G)にコールする際、２枚以上同時にコールしない限りコールできない。,思わぬ角度からの急襲。故に迎撃は困難を極める。,"Crushing Wave Dragon, Bentos Flipper Dragon","https://cardfight.fandom.com/wiki/Crushing_Wave_Dragon,_Bentos_Flipper_Dragon",VGE-DZ-BT14,DZ-BT14/108,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/109,愉楽の学徒 ラルピィ,（ユラクノガクト ラルピィ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/109&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_109.png,ノーマルユニット,ストイケイア,ワービースト/幻影,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,C,狩屋カルコ,【永】【(R)】：あなたの泡沫の大魔法師 ゼーリス “幻影”・トークンは相手のカードの能力で、選べず、退却しない。,気に入っててね。読書はここでと決めているんだ。,"Student of Pleasure, Ralphie","https://cardfight.fandom.com/wiki/Student_of_Pleasure,_Ralphie",VGE-DZ-BT14,DZ-BT14/109,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/110,稀代の魔法師 ゼーリス,（キダイノマホウシ ゼーリス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/110&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_110.png,ノーマルユニット,ストイケイア,エルフ/幻影,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,BISAI,【自】：このユニットが「ゼーリス」を含むグレード３にライドされた時、あなたの、山札か表のダメージゾーンから、極大魔法カードか赫月カードを１枚まで探し、ドロップに置き、山札から探したなら、山札をシャッフルする。ダメージゾーンから置いたなら、あなたの山札を上から１枚ダメージゾーンに置く。そのターン中、あなたは『あなたは、オーダーを２回プレイでき、このターンにあなたがプレイしたオーダーと同名のオーダーはプレイできない。』を得る。,手にするは世界樹の杖。泡沫の一振り。,"Peerless Magick Caster, Zerith","https://cardfight.fandom.com/wiki/Peerless_Magick_Caster,_Zerith",VGE-DZ-BT14,DZ-BT14/110,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/111,瀬音の学徒 ハルト,（セオトノガクト ハルト）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/111&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_111.png,ノーマルユニット,ストイケイア,ワービースト/幻影,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,獏狗,【永】【(R)/(G)】：あなたのヴァンガードが「ゼーリス」を含むグレード３以上なら、このユニットのパワー＋5000/シールド＋5000。（相手ターンも有効）,この湖の水質は……っと。,"Student of the Stream, Haruto","https://cardfight.fandom.com/wiki/Student_of_the_Stream,_Haruto",VGE-DZ-BT14,DZ-BT14/111,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/112,見習い魔法師 ゼーリス,（ミナライマホウシ ゼーリス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/112&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_112.png,ノーマルユニット,ストイケイア,エルフ/幻影,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,BISAI,【自】：このユニットが「未来の魔法師 ゼーリス」からライドして登場した時、【コスト】[【ソウルブラスト】(1)]することで、あなたの、山札か手札から、それぞれ別名の魔法カードを合計３枚まで探し、オーダーゾーンに置く。山札から探したなら、山札をシャッフルする。手札から１枚以上置いたなら、１枚引く。,必ず、魔法師として大成してみせるわ。,"Apprentice Magick Caster, Zerith","https://cardfight.fandom.com/wiki/Apprentice_Magick_Caster,_Zerith",VGE-DZ-BT14,DZ-BT14/112,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/113,未来の魔法師 ゼーリス,（ミライノマホウシ ゼーリス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/113&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_113.png,ノーマルユニット,ストイケイア,エルフ/幻影,グレード 0,パワー 6000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,BISAI,【自】：このユニットがライドされた時、あなたが後攻なら、１枚引く。,少女の瞳は滾々と、己が至るべき未来を見据えて。,"Future Magick Caster, Zerith","https://cardfight.fandom.com/wiki/Future_Magick_Caster,_Zerith",VGE-DZ-BT14,DZ-BT14/113,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/114,回復魔法 エクスルーナス,（ヒーリング・マギア エクスルーナス）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/114&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_114.png,セットオーダー,ストイケイア,魔法,グレード 3,パワー -,クリティカル -,シールド -,-,-,スタンダード,C,BISAI,【永】：「回復魔法 エクスルーナス」はデッキに１枚だけ入れられる。【永】【オーダーゾーン】：このカードの能力でユニットをコールする際、そのコールではコールされたユニットの【自】能力は発動しない。【起】【オーダーゾーン】：あなたのヴァンガードが「魔法師」を含むグレード３以上なら、【コスト】[このカードを【レスト】させる]ことで、あなたのドロップから守護者を持たないノーマルユニットを１枚選び、(R)にコールする。そのターン中、あなたは自分のオーダーゾーンの魔法を「魔法師」を含むユニットの能力以外で【レスト】できない。,大丈夫、すぐ良くなりますから。,"Healing Magick, Aexlunus","https://cardfight.fandom.com/wiki/Healing_Magick,_Aexlunus",VGE-DZ-BT14,DZ-BT14/116,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/115,促進魔法 ヴォクストール,（グロース・マギア ヴォクストール）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/115&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_115.png,セットオーダー,ストイケイア,魔法,グレード 2,パワー -,クリティカル -,シールド -,-,-,スタンダード,C,BISAI,【永】：「促進魔法 ヴォクストール」はデッキに１枚だけ入れられる。【起】【オーダーゾーン】：あなたのヴァンガードが「魔法師」を含むグレード２以上なら、【コスト】[このカードを【レスト】させる]ことで、１枚引く。そのターン中、あなたは自分のオーダーゾーンの魔法を「魔法師」を含むユニットの能力以外で【レスト】できない。このファイト中、この能力を失う。【起】【オーダーゾーン】：あなたのヴァンガードが「魔法師」を含むグレード２以上なら、【コスト】[このカードを【レスト】させる]ことで、１枚引き、あなたの手札から１枚選び、捨てる。そのターン中、あなたは自分のオーダーゾーンの魔法を「魔法師」を含むユニットの能力以外で【レスト】できない。,この土地の生命力を賦活、生育速度を向上させました。,"Growth Magick, Voxtol","https://cardfight.fandom.com/wiki/Growth_Magick,_Voxtol",VGE-DZ-BT14,DZ-BT14/115,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/116,強化魔法 スタルキング,（エンハンス・マギア スタルキング）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/116&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_116.png,セットオーダー,ストイケイア,魔法,グレード 1,パワー -,クリティカル -,シールド -,-,-,スタンダード,C,BISAI,【永】：「強化魔法 スタルキング」はデッキに１枚だけ入れられる。【起】【オーダーゾーン】：あなたのヴァンガードが「魔法師」を含むグレード１以上なら、【コスト】[このカードを【レスト】させる]ことで、あなたのユニットを１枚選び、そのターン中、パワー＋5000。そのターン中、あなたは自分のオーダーゾーンの魔法を「魔法師」を含むユニットの能力以外で【レスト】できない。,両脚に、魔力を集中。,"Enhance Magick, Starylking","https://cardfight.fandom.com/wiki/Enhance_Magick,_Starylking",VGE-DZ-BT14,DZ-BT14/114,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/117,X-CeeDaNCe メリィ・クレィシア,（イクシーダンス メリィ・クレィシア）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/117&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_117.png,ノーマルユニット,リリカルモナステリオ,ヒューマン/幻影,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,C,さかなへん,【永】【中央後列の(R)】：このユニットがアタックしているバトル中、このユニットがいる(R)にX-ceed NETマーカーがあるなら、相手はインターセプトできず、このユニットのパワー＋5000。,ここは実力がすべて。ほんと、戦場そのもの、だよ。,"X-CeeDaNCe, Mery Cracia","https://cardfight.fandom.com/wiki/X-CeeDaNCe,_Mery_Cracia",VGE-DZ-BT14,DZ-BT14/117,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/118,放課後特訓 アビリタ,（ホウカゴトックン アビリタ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/118&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_118.png,ノーマルユニット,リリカルモナステリオ,ドラゴロイド,グレード 3,パワー 13000,クリティカル 1,シールド -,ツインドライブ、ペルソナライド,-,スタンダード,C,紅月翼,【永】【(R)】：あなたのバインドゾーンにノーマルオーダーがあるなら、このユニットは相手のカードの効果で退却せず、パワー＋5000。（相手ターンも有効）,追加レッスンを次々こなせる体力が彼女の強み。,"After School Training, Abilita","https://cardfight.fandom.com/wiki/After_School_Training,_Abilita",VGE-DZ-BT14,DZ-BT14/118,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/119,X-CeeDaNCe ドラス・エヴォリア,（イクシーダンス ドラス・エヴォリア）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/119&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_119.png,ノーマルユニット,リリカルモナステリオ,ヒューマン/幻影,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,Lucio,【自】：このユニットが「インバルディオ」を含むグレード３にライドされた時、X-ceed NETマーカーのないあなたの(R)を１つ選び、X-ceed NETマーカーを１つ置く。あなたの山札を上から７枚見て、以下すべてを行い、山札をシャッフルする。その後、あなたの自己改修ゲージから１枚選び、手札に加えてよい。・１枚まで選び、あなたの自己改修ゲージとして表で置く。・赫月カードを１枚まで選び、捨てる。,今、アイドルシーンは劇的な進化を遂げる。,"X-CeeDaNCe, Dras Evolia","https://cardfight.fandom.com/wiki/X-CeeDaNCe,_Dras_Evolia",VGE-DZ-BT14,DZ-BT14/119,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/120,複雑な気持ち ウィレリー,（ウラハラハート ウィレリー）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/120&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_120.png,ノーマルユニット,リリカルモナステリオ,エルフ,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,おおたけおかゆ,【自】【(R)】：このユニットがグレード３以上にアタックした時、【コスト】[【カウンターブラスト】(1)]することで、そのバトル中、このユニットのパワー＋5000し、そのバトル終了時、このユニットを手札に戻す。,今日だけは譲ってあげるわ。感謝しなさいよね！,"Mixed Feelings, Willery","https://cardfight.fandom.com/wiki/Mixed_Feelings,_Willery",VGE-DZ-BT14,DZ-BT14/120,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/121,びしっとキメちゃう! サリチュア,（ビシットキメチャウ! サリチュア）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/121&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_121.png,ノーマルユニット,リリカルモナステリオ,デーモン,グレード 2,パワー 10000,クリティカル 1,シールド 5000,インターセプト,-,スタンダード,C,藤咲レオ,【自】【(R)】：このユニットがグレード３以上にアタックした時、このターンにあなたがオーダーをプレイしているなら、【コスト】[【ソウルブラスト】(1)]することで、そのバトル中、このユニットのパワー＋10000。,このポーズでキメちゃえば、みんな釘付け！だよね……？,I'll Make it Look Sharp! Sariture,https://cardfight.fandom.com/wiki/I%27ll_Make_it_Look_Sharp!_Sariture,VGE-DZ-BT14,DZ-BT14/121,50,,true
ブースターパック 【DZ-BT14】「赫月ノ使者」 2026/04/10(金) 発売 収録国家：ドラゴンエンパイア、ダークステイツ、ブラントゲート、ケテルサンクチュアリ、ストイケイア、リリカルモナステリオ,294,DZ-BT14/122,X-CeeDaNCe イノ・プログレッテ,（イクシーダンス イノ・プログレッテ）,https://cf-vanguard.com/cardlist/?cardno=DZ-BT14/122&expansion=294&view=image,https://cf-vanguard.com/wordpress/wp-content/images/cardlist/DZ-BT14/dzbt14_122.png,ノーマルユニット,リリカルモナステリオ,ヒューマン/幻影,グレード 1,パワー 8000,クリティカル 1,シールド 5000,ブースト,-,スタンダード,C,宮間知佳慕,【自】：このユニットが「X-CeeDaNCe ファルステイター」からライドして登場した時、【コスト】[ライドデッキから「インバルディオ」を含むグレード３を１枚公開する]ことで、あなたのオーダーゾーンにSYSTEM CODE:X-ceed・トークンを１枚置く。,みんなと一緒に、どんどん成長していきますよ～！,"X-CeeDaNCe, Ino Progrette","https://cardfight.fandom.com/wiki/X-CeeDaNCe,_Ino_Progrette",VGE-DZ-BT14,DZ-BT14/122,50,,true
